Name,Twitter Handle,Total Tweet,Total ReTweets,Total Following,Tolat Followers,UserID,User Verified,User Location,Date of Tweet,Tweet ID,Tweet Text,Tweet ReTweet Status,Tweet  Reply To ID
ukraine-english-news,discjocke52,135090,0,594,2639,423625300,False,"United States, Ukraine",2016-12-02 16:41:15,804727136728780800,"#Loser #Trump What is @realDonaldTrump #realDonaldTrump hiding? If he's not hiding anything, he should let it play… https://t.co/1mFy94Zrsb",False,
Laura Pauls,lmpauls51,8030,2,750,438,332076821,False,Arizona,2016-12-02 16:40:49,804727031183216640,RT @amrightnow: how About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/6KqdL…,False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:40:19,804726903219306496,About You #realdonaldtrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #A2 #tcot #A1 https://t.co/pm62XUPc3B,False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:40:19,804726903118692352,Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/MbkTrjGewk,False,
American Right Now,amrightnow,547663,2,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:40:18,804726900069466112,how About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/6KqdLlE4il,False,
Troy Font,takerusback,7287,6,42,124,4426650435,False,,2016-12-02 16:36:18,804725893193146368,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/Vi7…,False,
joachim k,joachim111,4131,0,1545,466,115842839,False,Boston,2016-12-02 16:36:06,804725843041906688,#realdonaldtrump does not attend security meetings because he does not understand international affairs...,False,
(((tonygruenewald))),tonygruenewald,840,0,214,76,15790392,False,"Edison, NJ",2016-12-02 16:35:02,804725573314637824,"If PEOTUS is overseeing crowds chanting ""Lock Her Up"" wouldn't his poisoning make any court case impossible to prosecute? #realDonaldTrump",False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:30:21,804724393607892992,Big Landslide #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE #tcot #army https://t.co/DOUuHucyNY,False,
Elaine Warren Heburn,ElaineCatherine,703,0,242,71,24771492,False,"Austin, TX",2016-12-02 16:28:47,804724000786173952,Why does #realDonaldTrump look so orange?  Is it spray tan gone wrong?  Make up?  Bad genes?,False,
American Right Now,amrightnow,547663,2,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:26:18,804723374861807616,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/CbTNSnoUja,False,
Peter Clothier,PeterAtLarge,1417,1,3030,2717,41225282,False,Southern California,2016-12-02 16:25:48,804723251746177024,"After ""winning"" despite a substantial loss of popular vote, #realdonaldtrump indulges in an orgy of public self-congratulation. Sickening!",False,
Stephanie Jones,Jonesmom2Jones,21647,4,92,292,703736130399813632,False,"Jasper, Ga",2016-12-02 16:24:52,804723014038421504,RT @amrightnow: Americans it’s time to changes the sheets #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/6xahzpecLU,False,
FFPCAN- Pain Care,goldenmain517,17969,5,583,925,328332222,False,Tampa florida,2016-12-02 16:22:33,804722432003207168,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/IbNiU…,False,
Ellen L. Simms,eswillwalker,17748,1,254,825,242155735,False,"Berkeley, CA",2016-12-02 16:21:07,804722072848994304,How #realdonaldtrump supporters view all women. https://t.co/6KyYZ6eqOr,False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:20:18,804721865763782661,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot https://t.co/j58e8aacrE https://t.co/MF3WWTd7oW,False,
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 16:20:17,804721861896634368,RT @rondmanley: #realdonaldtrump Great weather to stay at home &amp; practice your GOLF SWING MOVES 2 improve your game! See tip below! https:/…,False,
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 16:20:17,804721861414309888,"RT @RonaldNJPoem: Anti #realdonaldtrump News @CNN &amp; #MSNBC 
cry foul DJT reopens election win
Wasn't it @Jillstein &amp; #Hillaryclinton w reco…",False,
William E. Lewis Jr.,4WilliamLewis,33928,2,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 16:20:17,804721860814454784,RT @amrightnow: About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/G1QgFU8vQT,False,
Michael Southerland,mjsoutherland,8972,0,1157,853,124557613,False,FarPointe (North Georgia),2016-12-02 16:16:29,804720905104556032,#realDonaldTrump It takes #kellyripa longer to find a co-host than President Trump to build his cabinet.,False,
800poundgorilla,800lbgorilla1,3,0,1,0,758671476287430656,False,,2016-12-02 16:15:44,804720717333925889,Where will the 7 million dollars come from that Trump gave Carrier? #realdonaldtrump,False,
Debbie Hall,ym_debra,16633,4,183,213,2358183505,False,,2016-12-02 16:09:44,804719208357654529,RT @amrightnow: Americans it’s time to changes the sheets #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/6xahzpecLU,False,
Finding Belief,2ThinkOn,2071,4,687,230,785902400209088513,False,california,2016-12-02 16:07:29,804718640847171585,RT @amrightnow: Americans it’s time to changes the sheets #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/6xahzpecLU,False,
CONSERVATIVE CRIS,greatfullydeadi,2982,4,1374,542,4926173698,False,"North Carolina, USA",2016-12-02 16:07:19,804718597063016448,RT @amrightnow: Americans it’s time to changes the sheets #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/6xahzpecLU,False,
LA PODEROSA,domenicosante,100057,5,5385,5406,835941276,False,,2016-12-02 16:06:16,804718332473704448,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/IbNiU…,False,
Dr V Boombatz,Drvboom,1208,0,40,31,29692745,False,US,2016-12-02 16:02:48,804717460213657600,#realdonaldtrump so not President material. Luke watching a barker at a cheap carney show. https://t.co/gPRy0yZRz9,False,
Dr V Boombatz,Drvboom,1208,0,40,31,29692745,False,US,2016-12-02 16:02:47,804717458640748545,#realdonaldtrump This Trump cabinet is designed to shoplift the pootie from America's single moms and forlorn masse… https://t.co/6xAdmVJ9Cr,False,
Debbie Hall,ym_debra,16633,5,183,213,2358183505,False,,2016-12-02 16:00:31,804716886327959552,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/IbNiU…,False,
American Right Now,amrightnow,547663,4,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 16:00:24,804716856334499840,Americans it’s time to changes the sheets #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/6xahzpecLU,False,
Antonio Diaz Piña,adiazpi,258436,5,110235,101509,148360487,False,"México, D. F. ",2016-12-02 15:59:04,804716520286912513,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/IbNiU…,False,
American Right Now,amrightnow,547663,5,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:58:19,804716332025606144,Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/IbNiUXMhgl,False,
mat loboo,ml4959,17,0,5,2,116307349,False,,2016-12-02 15:55:22,804715590627762176,#realdonaldtrump false president,False,
blklab,JessDogma,97,0,0,1,759006088934985728,False,,2016-12-02 15:52:01,804714749556621313,#realDonaldTrump Policies at work already #kellyannepolls #msnbc #thedailybeast  #cnn #msnbc #thedailybeast… https://t.co/gY7CjM154Z,False,
Laura Sessions,laurasessions10,1258,0,369,252,287300543,False,"Glen Cove, New York",2016-12-02 15:48:26,804713846384590848,"We know what happened in nazi germany,  WE can do better and stop it earlier. WHO'S WITH ME. #resistance #realdonaldtrump #werestillhere",False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:44:18,804712804473257984,Trump Family @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE https://t.co/qxyd5YHZfE,False,
jdesert1 Vote Trump,JimDesert1,43706,1,681,485,730865469062680577,False,,2016-12-02 15:42:42,804712402172317696,RT @amrightnow: Trump About You #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE #1A https://t.co/VtOtPpTfcv,False,
vaw,vawelk23,1701,0,732,144,289127396,False,United States,2016-12-02 15:40:59,804711971295821824,#realDonaldTrump @realDonaldTrump #hesnotmypresident Once a scam artist always a scam artist! https://t.co/fy2dTfhErS,False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:40:17,804711796460425216,"#realdonaldtrump America’s Future, Freedom and Our Constitution is at Stake #MAGA #DrainTheSwamp America First https://t.co/JmcJ4RHRtE",False,
AdrianaStuijt,AdrianaStuijt,119065,0,4282,5641,18789378,False,The Netherlands,2016-12-02 15:40:07,804711753682681857,"#realDonaldTrump We get #winning #millionaire business people in our  cabinet ""because they know how to make money
https://t.co/qmFTt4Rn8G",False,
vaw,vawelk23,1701,0,732,144,289127396,False,United States,2016-12-02 15:39:00,804711472857313281,#realDonaldTrump @realDonaldTrump #hesnotmypresident Once a sexist womanizer always a sexist womanizer! https://t.co/vwDXJyVtO6,False,
331adp,331adp1,1503,0,0,1,4554687853,False,,2016-12-02 15:38:02,804711230912876544,"Japan's PM, Agent of japanese #establishment  urge US to approve TPP.

@realDonaldTrump #TPP #apec
#realdonaldtrump",False,
John Mangan,caracal,3968,0,468,284,7980812,False,Norwich in the UK,2016-12-02 15:32:01,804709713338318848,"Why is #Trump tweeting? Because he cheated, lied &amp; twisted his way to winning. You're never at ease, knowing that

#bbcnews #realDonaldTrump",False,
vaw,vawelk23,1701,0,732,144,289127396,False,United States,2016-12-02 15:31:58,804709703636942848,#realDonaldTrump @realDonaldTrump #hesnotmypresident Once a racist always racist!A disgrace to all decent humanity! https://t.co/7kJugU1Sqv,False,
Laura Sessions,laurasessions10,1258,0,369,252,287300543,False,"Glen Cove, New York",2016-12-02 15:29:50,804709167651028992,#realdonaldtrump. 1st con &amp; promise..then the betrayal. Thousands believed then they suffer. Him?? Nope.. He gets the $$$ #resistance,False,
SexyDeplorable,ChiefFabulous,92903,2,4867,3976,4449043152,False,,2016-12-02 15:27:01,804708456691339269,RT @amrightnow: About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/G1QgFU8vQT,False,
MR. PRINCE CHARMING,HONERABLEMRRAM,40166,1,2431,236,636672006,False,INDIA [ASIA],2016-12-02 15:25:02,804707955912286209,RT @amrightnow: Just a American #realdonaldtrump #trump2016 You’re American #tcot #Greta #1A #2A #realdonaldtrump America First #1 https://…,False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:24:18,804707772092846082,Just a American #realdonaldtrump #trump2016 You’re American #tcot #Greta #1A #2A #realdonaldtrump America First #1 https://t.co/sUyFC7m5Lw,False,
for Attorneys Only!,rondmanley,17499,1,577,7176,133640256,False,"Palos Heights, IL",2016-12-02 15:23:22,804707537727746048,#realdonaldtrump Great weather to stay at home &amp; practice your GOLF SWING MOVES 2 improve your game! See tip below! https://t.co/vLIwy2cv1a,False,
blklab,JessDogma,97,0,0,1,759006088934985728,False,,2016-12-02 15:23:19,804707523794243588,"#kellyannepolls Dodged answering whether Trumps unsubstantiated claim that ""millions"" voted illegally #msnbc… https://t.co/Uw8q9dBh72",False,
Ronald,RonaldNJPoem,2398,1,4,54,2950557665,False,Central Jersey Shore ,2016-12-02 15:22:48,804707395553337345,"Anti #realdonaldtrump News @CNN &amp; #MSNBC 
cry foul DJT reopens election win
Wasn't it @Jillstein &amp; #Hillaryclinton w recount?

@seanhannity",False,
American Right Now,amrightnow,547663,2,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:20:17,804706764222566402,About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/G1QgFU8vQT,False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:20:17,804706764197416960,Trump About Paris  #realdonaldtrump #trump2016 #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE https://t.co/y6eiTpZyPF,False,
gail ,downtownnyc22,449,2,17,8,3231946805,False,,2016-12-02 15:19:51,804706652935122944,@SuzanneMalveaux @gwenifill You are pure evil joing about #president #realdonaldtrump #dying  https://t.co/KCsyWKYNJf #cernovich #maga,False,26083271
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 15:19:30,804706565206974464,"RT @PJ_USA_No1: #realDonaldTrump...Please return Winston Churchill 'Bust' to the Oval Office on Jan. 20, 2017!",False,
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 15:19:30,804706564552724482,RT @donpenven: #RealDonaldTrump-One of the smartest things you did was appoint KellyAnn. Please listen to her in re: Mitt. Your trust in he…,False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:16:18,804705761528053764,Trump About You #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE #1A https://t.co/VtOtPpTfcv,False,
Amanda Ogden,confsekesving11,522,1,19,24,800911670793138176,False,,2016-12-02 15:11:50,804704634434621441,RT @nancy_darrow: Trump fills his administration with Washington elite. Anti-elite voters duped #realdonaldtrump,False,
IDTheftReport2020,IDTheftReports,397,0,9972,9894,767009823053320192,False,"Washington, DC",2016-12-02 15:11:20,804704510186848258,@voxdotcom INCORRECT! WatchVIDEEO-ISIS KOd In&lt;1Yr @YahooPolitics @transition2017 #cnn #ap #syria #realDonaldTrump… https://t.co/qD6WpAWLQZ,False,2347049341
Emilio Pradilla,EmilioPradilla,14066,1,4557,2244,946104655,False,FB: emilio.pradillafonrodona,2016-12-02 15:04:39,804702828379901952,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/x1qj9…,False,
Henry_ Agueros,agueros_henry,151835,1,3192,3634,628979942,False,Western United States,2016-12-02 15:04:17,804702735459381248,RT @amrightnow: #realdonaldtrump #VoteTrump2016 Watch https://t.co/j58e8aacrE #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.co/zPkm…,False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:02:44,804702343883268096,Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/x1qj9IEih2,False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 15:02:38,804702318507814912,#realdonaldtrump #VoteTrump2016 Watch https://t.co/j58e8aacrE #WisconsinPrimary #Wisconsin #Wisconsinpoll https://t.co/zPkmUjP6GX,False,
jfdaws,jfdaws,44015,3,2777,2406,52096510,False,,2016-12-02 15:00:31,804701785839566848,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/8Fe…,False,
Thomas Maus,maus_thomas,320,0,60,70,4907106505,False,"Kansas, USA",2016-12-02 15:00:16,804701724602724354,"#realDonaldTrump ROMNEY'S CAMPAIGN AGAINST AMERICAN PATRIOTS ISN'T GOING TO GET HIM A JOB. REMEMBER THIS ""DRAIN THE SWAMP """,False,
Chris Regier,enigma2922,36,0,28,4,81115215,False,,2016-12-02 15:00:15,804701718760030209,Will #realDonaldTrump clear the #FAA backlog of approvals for private aviation!?  Just watch!,False,
American Right Now,amrightnow,547663,0,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 14:58:16,804701223576305664,"#realdonaldtrump America’s Future, Freedom and Our Constitution is at Stake #MAGA #DrainTheSwamp America First https://t.co/6mHW0tdOKw",False,
blklab,JessDogma,97,0,0,1,759006088934985728,False,,2016-12-02 14:58:09,804701190823014400,#kellyannepolls I ran a campaign that was a platform for white supremacists #trump #cnn #msnbc #thedailybeast… https://t.co/WfGJsMKdc4,False,
Deplorable R W,JAYBOY6930,54906,1,2357,1424,221121595,False,Tennessee,2016-12-02 14:56:01,804700656795844608,RT @amrightnow: Trump Family @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE https://t.co/…,False,
J^3,3J1963,4064,1,101,61,736658981410738178,False,,2016-12-02 14:53:53,804700118943432704,"RT @laurasessions10: #RESISTANCE is not futile!!!! He's not the Borg, he's just a narcissist man!!!!!! #realdonaldtrump",False,
The Wave,TheWaveCult,3,0,61,2,790630062957666304,False,,2016-12-02 14:47:58,804698630296895488,Keep calm.  Pick up the sickle and hammer cause we about to have a revolution of change! #realDonaldTrump https://t.co/zzKDWcwJFC,False,
Carla Holland,carlaho15238423,5401,2,300,269,785516253356044289,False,"Newcastle, WY",2016-12-02 14:47:43,804698566199541760,RT @amrightnow: Me #RealDonaldTrump #ISIS #SyrianRefugees Watch https://t.co/j58e8aacrE @trump #tcot https://t.co/SwRKjRBxvI,False,
Laura Sessions,laurasessions10,1258,1,369,252,287300543,False,"Glen Cove, New York",2016-12-02 14:47:18,804698463237767168,"#RESISTANCE is not futile!!!! He's not the Borg, he's just a narcissist man!!!!!! #realdonaldtrump",False,
Gulzar M. Rana,SisodM,338,3,2571,463,1961176362,False,Belize,2016-12-02 14:46:43,804698316974002177,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/8Fe…,False,
MR. PRINCE CHARMING,HONERABLEMRRAM,40166,3,2431,236,636672006,False,INDIA [ASIA],2016-12-02 14:45:59,804698131166203904,RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/8Fe…,False,
American Right Now,amrightnow,547663,3,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 14:45:19,804697963213844480,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/8FeRLlKjy1,False,
Wisconsin,MarOlesya3,301,1,0,4,799870885075226626,False,,2016-12-02 14:40:51,804696837127081986,RT @ksdupre1: #realDonaldTrump Please not #McCall. He's not the right person for the job.,False,
Fukushima2017,fukushima2017,4168,0,0,18,4554200658,False,,2016-12-02 14:38:19,804696200603582464,"Problematic #Nuclear policy of Abe Government threat also #US Force in Japan-mainland.

@USFJ_J #realdonaldtrump @realDonaldTrump #radiation",False,
Brian K. Welch,WorldAccToWelch,4033,0,2043,873,76311165,False,"Smyrna, TN, USA",2016-12-02 14:38:13,804696175639142401,DOJ Declines To Comment On Why Agency Won’t Investigate Threats To Electors https://t.co/SyEMpbuI7C via @dailycaller #realDonaldTrump @CNN,False,
Sarah Murray,anihused1985,185,1,19,5,804449367969042432,False,,2016-12-02 14:36:01,804695623882698752,RT @tweets_tweets1: Is African a state or a country? #realDonaldTrump,False,
Pancho,So_floreal,321,0,35,56,703310547329159168,False,United States,2016-12-02 14:35:23,804695460829073408,"I would love to meet #realDonaldTrump. I feel like the media just will not show the real trump AWK. the #MAGA trump, the #draintheswap trump",False,
American Right Now,amrightnow,547663,1,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 14:32:18,804694685788897281,Trump Family @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https://t.co/j58e8aacrE https://t.co/Y9cTD3AUEh,False,
Andrea Fraser,prepraicisen191,318,5,18,8,804199320526483456,False,,2016-12-02 14:31:29,804694482625167361,RT @Jonathantello99: #realDonaldTrump #GiveMeAChance  I am proud to be a mexician american  that wants to succeed in his education #hearmyv…,False,
Blaine,bullwinkle75,43,0,24,7,362683329,False,,2016-12-02 14:27:30,804693477858705408,"Heard African-American male business owner tired Dems always let him down, ready for change and to give #realdonaldtrump a chance #VarneyCo",False,
PJ,PJ_USA_No1,1,1,3,0,804688937574952960,False,,2016-12-02 14:23:02,804692353877475328,"#realDonaldTrump...Please return Winston Churchill 'Bust' to the Oval Office on Jan. 20, 2017!",False,
Donald S Penven,donpenven,707,1,143,38,69251905,False,"Raleigh, NC",2016-12-02 14:22:01,804692099853668352,#RealDonaldTrump-One of the smartest things you did was appoint KellyAnn. Please listen to her in re: Mitt. Your trust in her led to victory,False,
American Right Now,amrightnow,547663,2,31931,34927,449110269,False,"New Jersey, USA",2016-12-02 14:20:20,804691676472164352,Me #RealDonaldTrump #ISIS #SyrianRefugees Watch https://t.co/j58e8aacrE @trump #tcot https://t.co/SwRKjRBxvI,False,
worldtalk.tv,worldtalktv,9136,0,366,372,155383277,False,Los Angeles. CA,2016-12-02 14:19:17,804691410297507840,"@realDonaldTrump backers:We trust the President #Election2016 
https://t.co/yHxFdIyIW0
#News #Headlines #realDonaldTrump #backers #President",False,25073877
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 14:18:42,804691263740149761,RT @ftbates6399: We need the Federal Government out of health care #PrivatizetheVA #realDonaldTrump,False,
William E. Lewis Jr.,4WilliamLewis,33928,1,324,364,2405538056,False,"Vero Beach, FL",2016-12-02 14:18:42,804691262246965248,RT @amrightnow: Trump About U https://t.co/j58e8aacrE via @YouTube #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/bs31…,False,
Becky Canterbury,BeckCanterbury,22,0,84,6,2484767684,False,,2016-12-02 14:14:29,804690203470393347,@MZHemingway @KellyannePolls ...I totally agree and Trump better put her in the cabinet. #realDonaldTrump,False,18005085
Kathy Riordan,katriord,93219,1,5428,4942,17365683,False,Florida,2016-12-02 14:14:13,804690136067870720,RT @jerrylanson: 'Reckless and bizarre' Time magazine says of Trump's 'diplomacy.'  #realdonaldtrump #2016election https://t.co/NOe4f4ivC5,False,
worldtalk.tv,worldtalktv,9136,0,366,372,155383277,False,Los Angeles. CA,2016-12-02 14:13:58,804690073413386240,"Insults fly between @realDonaldTrump , @HillaryClinton aides
https://t.co/km4aPic7Ll
#News #Headlines #Insults #realDonaldTrump",False,
fromfareast,ffe628,6270,0,0,28,2814490224,False,,2016-12-02 14:11:43,804689506116857857,"Abe government seems to rethink #security Treaty between #US &amp; #Japan ,
for #Russia &amp; #Putin

@CSIS
@PacificForum #realdonaldtrump",False,
Tony,TonyMcLain9,14947,4,4921,1848,4075120754,False,,2016-12-02 14:09:46,804689018055053312,RT @amrightnow: Trump About You @realDonaldTrump #TrumpTrain Watch https://t.co/j58e8aacrE #realdonaldtrump #VoteTrump2016 https://t.co/1ZA…,False,
Fukushima2017,fukushima2017,4168,0,0,18,4554200658,False,,2016-12-02 14:08:54,804688798458052610,"Japan's Nuclear Safety standard is far inferior to #US standard

#realdonaldtrump
@realDonaldTrump
@USFJ_J
#radiation #Meltdown @NRCgov #nrc",False,
